"Word1"	"icd10-wordtokens"	"icd10-I-wordtokens"
"式/n"	6	0
"弧/n"	6	0
"弱视/v"	6	0
"心尖/n"	3	3
"急症/n"	4	2
"性交/v"	6	0
"性子/n"	6	0
"性急/a"	6	0
"扁/a"	6	0
"据说/v"	6	0
"搐/w"	6	0
"搦/w"	6	0
"撞/v"	6	0
"撞击/v"	6	0
"日光/n"	6	0
"早熟/v"	6	0
"晕厥/v"	6	0
"暴力/n"	6	0
"机/n"	6	0
"极度/d"	6	0
"森林/n"	6	0
"欣/v"	6	0
"毁/v"	6	0
"母乳/n"	6	0
"氢/n"	6	0
"水中/s"	6	0
"水管/n"	6	0
"泵/n"	6	0
"浆膜/n"	6	0
"渗漏/v"	5	1
"滑车/n"	6	0
"灌注/v"	6	0
"烷/n"	6	0
"爱德华/nf"	6	0
"物理学/n"	6	0
"牵引/v"	6	0
"特征/n"	6	0
"生命/n"	6	0
"界线/n"	6	0
"痉/w"	6	0
"癌变/n"	6	0
"癫/v"	6	0
"直立/v"	4	2
"眦/n"	6	0
"睡/v"	6	0
"砷/n"	6	0
"磺胺/n"	6	0
"社交/n"	6	0
"穹/n"	6	0
"空中/s"	6	0
"紫/a"	6	0
"线性/n"	6	0
"绀/w"	5	1
"经济/n"	6	0
"结局/n"	6	0
"肛裂/n"	6	0
"肾囊/n"	6	0
"脊索/n"	6	0
"脲/w"	6	0
"自我/r"	6	0
"舌根/n"	6	0
"舍/v"	6	0
"航空/n"	6	0
"萌/v"	6	0
"落入/v"	6	0
"蜱/w"	6	0
"螨/w"	6	0
"装/v"	6	0
"褶/n"	6	0
"角/q"	6	0
"认知/v"	6	0
"谷/n"	6	0
"贪/v"	6	0
"起因/n"	6	0
"起火/v"	6	0
"踇/w"	6	0
"身/n"	6	0
"躯/n"	6	0
"转子/n"	6	0
"轮/q"	6	0
"迂曲/a"	3	3
"过量/v"	6	0
"近/v"	6	0
"避孕药/n"	6	0
"酪/w"	6	0
"锰/n"	6	0
"长期/d"	6	0
"闭经/v"	6	0
"阳痿/v"	6	0
"阴虱/n"	6	0
"革兰/n2"	6	0
"韦伯/nf"	5	1
"骨膜炎/n"	6	0
"骨骼肌/n"	6	0
"鸟/n"	6	0
"鼻孔/n"	6	0
"龙/n"	6	0
"4/m"	5	0
"5/m"	5	0
"ABO/n/url"	5	0
"E10/n/url"	5	0
"E14/n/url"	5	0
"M/n/url"	5	0
"o/x"	5	0
"γ/w"	5	0
"万古/n"	5	0
"丘/n"	5	0
"中脑/n"	4	1
"乐/v"	5	0
"乘/v"	5	0
"人群/n"	5	0
"仪式/n"	5	0
"伤残/v"	5	0
"体质/n"	5	0
"依赖性/n"	5	0
"克隆/v"	5	0
"兔/n"	5	0
"全面/a"	5	0
"内服/v"	5	0
"切开/v"	3	2
"刺激/v"	5	0
"力/n"	5	0
"加/v"	4	1
"加重/v"	5	0
"努/v"	5	0
"包涵/v"	5	0
"医学/n"	5	0
"单体/n"	5	0
"卧/v"	4	1
"卵泡/n"	5	0
"厌/v"	5	0
"受孕/v"	5	0
"变异/n"	5	0
"启动/v"	5	0
"咳嗽/v"	5	0
"咽下/v"	5	0
"嗅/v"	5	0
"嘧/x"	5	0
"回归/v"	5	0
"圆锥/n"	5	0
"填/v"	5	0
"夏/t"	5	0
"外界/n"	5	0
"外皮/n"	5	0
"大小/n"	5	0
"大静脉/n"	5	0
"失业/v"	5	0
"奇/a"	5	0
"孤独/a"	5	0
"宁/b"	5	0
"实/a"	5	0
"实验室/n"	5	0
"尚/d"	5	0
"就业/v"	5	0
"属/v"	5	0
"属性/n"	5	0
"嵴/n"	5	0
"布鲁格/nf"	5	0
"平滑/a"	5	0
"幻觉症/n"	5	0
"弹/v"	5	0
"弹力/n"	3	2
"弹性/n"	5	0
"形态/n"	5	0
"徐/n1"	5	0
"态度/n"	5	0
"思维/n"	5	0
"性欲/n"	5	0
"慢/a"	5	0
"慢性病/n"	5	0
"戈/n"	4	1
"成年/n"	5	0
"抑郁症/n"	5	0
"指导/v"	5	0
"挛/w"	5	0
"排除/v"	5	0
"接合/v"	5	0
"支链/n"	5	0
"改善/v"	5	0
"数/m"	5	0
"斯蒂尔/nf"	5	0
"新生/n2"	5	0
"无机物/n"	5	0
"日本/nf"	5	0
"时间/n"	5	0
"易位/v"	5	0
"显微镜/n"	5	0
"暴发/v"	5	0
"更年期/t"	5	0
"机器/n"	5	0
"杀/v"	5	0
"杂音/n"	5	0
"杜/n1"	5	0
"根炎/n2"	5	0
"桡动脉/n"	5	0
"梁/n"	5	0
"棕色/n"	5	0
"止/v"	5	0
"比/p"	5	0
"毛色/n"	5	0
"水压/n"	5	0
"泄殖腔/n"	5	0
"消极/a"	5	0
"游离/v"	5	0
"滋养/v"	5	0
"滴/v"	5	0
"牙髓炎/n"	5	0
"独立/v"	5	0
"猝/d"	5	0
"猪/n"	5	0
"生殖细胞/n"	5	0
"留/v"	5	0
"病史/n"	5	0
"痔/n"	5	0
"癔病/n"	5	0
"白色/n"	5	0
"眉/n"	5	0
"眼镜/n"	5	0
"睫/w"	5	0
"硫胺素/n"	5	0
"碱性/n"	5	0
"碳酸/n"	5	0
"福/n"	5	0
"策/n"	5	0
"筛选/v"	5	0
"类似/v"	5	0
"粉刺/n"	5	0
"素养/n"	5	0
"线粒体/n"	5	0
"综合性/n"	5	0
"缓慢/a"	5	0
"羊/n"	5	0
"群体/n"	5	0
"羧/x"	5	0
"耳鸣/v"	5	0
"聋/v"	5	0
"能力/n"	5	0
"脂肪酸/n"	5	0
"膈/n"	5	0
"莫尔加尼/nf"	5	0
"藏/v"	5	0
"蘑菇/n"	5	0
"血压/n"	5	0
"行政/n"	5	0
"试管婴儿/n"	5	0
"语音/n"	5	0
"读数/n"	5	0
"贝赫切特/nf"	5	0
"贫/a"	4	1
"贾/n1"	5	0
"趾/n"	5	0
"轴/n"	5	0
"达/v"	5	0
"达到/v"	5	0
"运动神经/n"	5	0
"返/v"	4	1
"这些/r"	5	0
"通道/n"	5	0
"釉质/n"	5	0
"重金属/n"	5	0
"铅/n"	5	0
"铍/w"	5	0
"铜绿/n"	5	0
"错位/v"	5	0
"阜/w"	5	0
"阻/v"	5	0
"降温/v"	5	0
"限定/v"	5	0
"雀斑/n"	5	0
"霉菌/n"	5	0
"韦格纳/nf"	5	0
"须/d"	5	0
"预期/v"	5	0
"颅脑/n"	5	0
"频繁/a"	5	0
"饮食/n"	5	0
"马蹄/n"	5	0
"骨刺/n"	5	0
"骨头/n"	5	0
"髂骨/n"	5	0
"高位/n"	5	0
"鸣/v"	5	0
"黑素/n"	5	0
"鼻音/n"	5	0
"齐/v"	5	0
"01/m"	4	0
"19%/m"	4	0
"20%/m"	4	0
"29%/m"	4	0
"30%/m"	4	0
"37/m"	4	0
"39%/m"	4	0
"4-/m"	4	0
"40%/m"	4	0
"49%/m"	4	0
"50%/m"	4	0
"59%/m"	4	0
"60%/m"	4	0
"69%/m"	4	0
"70%/m"	4	0
"79%/m"	4	0
"80%/m"	4	0
"89%/m"	4	0
"90%/m"	4	0
"BCG/x"	4	0
"BCR/ABL/x/url"	4	0
"DTP/x"	4	0
"H1N1/n/url"	4	0
"H2/n/url"	4	0
"IgM/x"	4	0
"NSAID/x"	4	0
"TAB/x"	4	0
"Xq/n/url"	4	0
"—/w"	4	0
"三环/n"	4	0
"下疳/n"	4	0
"下降/v"	4	0
"丛集/v"	4	0
"中叶/t"	4	0
"中线/n"	4	0
"中间/f"	4	0
"乙烯/n"	4	0
"乳汁/n"	4	0
"交叉/v"	4	0
"亨廷顿/nf"	4	0
"亲属/n"	4	0
"他人/r"	4	0
"以内/f"	4	0
"伞/n"	4	0
"伦/n"	3	1
"伯克/nf"	4	0
"低下/a"	4	0
"低位/n"	4	0
"依恋/v"	4	0
"侵蚀/v"	4	0
"保护/v"	4	0
"保险/n"	4	0
"信仰/n"	4	0
"假牙/n"	4	0
"偷窃/v"	4	0
"催产药/n"	4	0
"充足/a"	4	0
"克/v"	4	0
"克罗伊茨费尔特/nf"	4	0
"全部/m"	4	0
"军团/n"	4	0
"准备/v"	4	0
"凝血酶/n"	4	0
"分解/v"	4	0
"刻板/a"	4	0
"剑/n"	4	0
"助听器/n"	4	0
"助消化/v"	4	0
"匐/x"	4	0
"区域/n"	4	0
"即刻/d"	4	0
"压缩/v"	4	0
"厌食/v"	4	0
"发型/n"	3	1
"发红/v"	4	0
"变型/v"	4	0
"只/d"	4	0
"合剂/n"	4	0
"吉/b"	4	0
"后宫/n"	4	0
"后脑/n"	4	0
"向/p"	4	0
"含有/v"	4	0
"和解/v"	4	0
"咽峡炎/n"	4	0
"喘息/v"	4	0
"嘌/n"	4	0
"四环/n"	4	0
"四环素/n"	4	0
"坠落/v"	4	0
"坦/b"	4	0
"埃尔/nf"	4	0
"城市/n"	4	0
"塌陷/v"	4	0
"增强/v"	3	1
"复杂/a"	4	0
"外层/n"	4	0
"外胚层/n"	4	0
"夜间/t"	4	0
"大气/n"	4	0
"大量/m"	4	0
"天然/b"	4	0
"天花/n"	4	0
"夫/n"	4	0
"失眠症/n"	4	0
"失神/v"	4	0
"失衡/v"	4	0
"夸/v"	4	0
"奥科/nf"	4	0
"嫌/v"	4	0
"孕妇/n"	4	0
"孕激素/n"	4	0
"定型/v"	4	0
"家用/n"	4	0
"容量/n"	4	0
"宽/a"	4	0
"察觉/v"	4	0
"导/n"	4	0
"尺动脉/n"	4	0
"尿布/n"	4	0
"居住/v"	4	0
"岛/n"	4	0
"岩/n"	4	0
"工人/n"	4	0
"巴德/nf"	2	2
"巴西/nf"	4	0
"布伦纳/nf"	4	0
"干细胞/n"	4	0
"干部/n"	4	0
"干预/v"	4	0
"平足/n"	4	0
"年/n"	4	0
"庚/n1"	4	0
"异性/n"	3	1
"弛缓/a"	4	0
"得不到/v"	4	0
"德/b"	4	0
"心音/n"	4	0
"急促/a"	4	0
"性寰/n2"	4	0
"恰当/a"	4	0
"惊/v"	4	0
"感冒药/n"	4	0
"成功/a"	2	2
"战争/n"	4	0
"戴/v"	4	0
"手工/n"	4	0
"扎/v"	4	0
"扩张型/b"	2	2
"抗原/n"	4	0
"抗病/v"	4	0
"报告/n"	4	0
"抵抗/v"	4	0
"拇/w"	4	0
"拟/v"	4	0
"提前/v"	4	0
"搏动/v"	4	0
"收敛/v"	4	0
"效/v"	4	0
"敌对/a"	4	0
"敌视/v"	4	0
"整/m"	4	0
"敷料/n"	4	0
"斑块/n"	4	0
"无毒/v"	4	0
"明显/a"	4	0
"是/v"	4	0
"晚/t"	4	0
"暴/n"	4	0
"更/d"	4	0
"曼森/nf"	4	0
"本质/n"	4	0
"杈/n"	2	2
"杯/n"	4	0
"杵/n"	4	0
"极端/n"	4	0
"柱/n"	4	0
"树/n"	4	0
"根据/p"	4	0
"格/b"	3	1
"止泻药/n"	4	0
"止痒/v"	4	0
"正确/a"	4	0
"毒物/n"	4	0
"毒蕈/n"	4	0
"氧化酶/n"	4	0
"氯霉素/n"	4	0
"水域/n"	4	0
"水杨酸/n"	4	0
"水蛭/n"	4	0
"泛/v"	4	0
"流入/v"	4	0
"浓缩/v"	4	0
"浴盆/n"	4	0
"润滑/v"	4	0
"淋病/n"	4	0
"淤/v"	4	0
"渗/v"	4	0
"温度/n"	4	0
"游泳池/n"	4	0
"滑石粉/n"	4	0
"潜/v"	4	0
"潜水员/n"	4	0
"灰/n"	4	0
"灾难/n"	4	0
"热量/n"	4	0
"焚毁/v"	4	0
"爬行动物/n"	4	0
"牙周病/n"	4	0
"牛乳/n"	4	0
"特性/n"	4	0
"猴/n"	4	0
"环形/n"	4	0
"球部/n"	4	0
"琥珀/n"	4	0
"甘/v"	4	0
"电子/n"	4	0
"疗程/n"	4	0
"疙瘩/n"	4	0
"病家/n"	4	0
"痘/n"	4	0
"痘/w"	4	0
"痱/n"	4	0
"痱/w"	4	0
"癎/w"	4	0
"登革热/n"	4	0
"白/b"	3	1
"皮克/nf"	4	0
"皲裂/v"	4	0
"盐水/n"	4	0
"监禁/v"	4	0
"相似/a"	4	0
"相容/v"	4	0
"眼下/t"	4	0
"眼压/n"	4	0
"确认/v"	4	0
"确证/v"	2	2
"磁性/n"	4	0
"磨牙/v"	4	0
"磷酸盐/n"	4	0
"社会化/v"	4	0
"祛痰剂/n"	4	0
"禁忌/n"	4	0
"禽流感/n"	4	0
"秃/a"	4	0
"科学/n"	4	0
"窗/n"	4	0
"童/n"	4	0
"符号/n"	4	0
"第五/m"	4	0
"第六/m"	4	0
"等待/v"	4	0
"纵火/v"	4	0
"组/n"	4	0
"组织胺/n"	4	0
"细小/a"	4	0
"细胞系/n"	4	0
"经历/n"	4	0
"结合/v"	4	0
"结扎/v"	4	0
"继续/v"	4	0
"缓和/v"	4	0
"美/b"	4	0
"老/a"	4	0
"耵/x"	4	0
"聍/x"	4	0
"联/q"	4	0
"肠套叠/n"	4	0
"股骨头/n"	4	0
"股骨颈/n"	4	0
"肯定/v"	4	0
"胱/x"	4	0
"胸前/s"	4	0
"脆性/n"	4	0
"脊椎骨/n"	4	0
"脑血栓/n"	2	2
"脑震荡/n"	4	0
"腭/n"	4	0
"至/p"	4	0
"至少/d"	4	0
"致命/v"	4	0
"致密/a"	4	0
"致死/v"	4	0
"节律/n"	4	0
"苯乙烯/n"	4	0
"苯酚/n"	4	0
"范围/n"	4	0
"药疹/n"	4	0
"莱姆病/n"	4	0
"菱形/n"	4	0
"蒽/w"	4	0
"虐/a"	4	0
"蜘蛛/n"	3	1
"蜡/n"	4	0
"蝎子/n"	4	0
"螯/n"	4	0
"血型/n"	4	0
"血气/n"	4	0
"袋/n"	4	0
"袖/n"	4	0
"觉醒/v"	4	0
"解体/v"	4	0
"解毒剂/n"	4	0
"解释/v"	4	0
"证/n"	4	0
"识别/v"	4	0
"诉/n"	4	0
"试管/n"	4	0
"费/n"	4	0
"赌博/v"	4	0
"赫/q"	4	0
"跖/n"	4	0
"转录/v"	4	0
"轮椅/n"	4	0
"辅助/v"	4	0
"过期/v"	4	0
"近视/a"	4	0
"连枷/n"	4	0
"连锁/v"	4	0
"道口/n"	4	0
"配偶/n"	4	0
"配合/v"	4	0
"野/b"	4	0
"钱币/n"	4	0
"错误/n"	4	0
"锡/n"	4	0
"镇咳剂/n"	4	0
"门下/n"	4	0
"附加/v"	4	0
"随意/a"	4	0
"隐匿/v"	4	0
"雅各布/nf"	4	0
"雷斯/nf"	2	2
"青春/n"	4	0
"面颊/n"	4	0
"韦/n1"	4	0
"顶骨/n"	4	0
"颜面/n"	4	0
"额外/b"	4	0
"颤动/v"	2	2
"食道/n"	4	0
"饥饿/n"	4	0
"首先/d"	4	0
"驱/v"	4	0
"高原/n"	4	0
"鹰/n"	4	0
"麻木/a"	4	0
"黄蜂/n"	4	0
"龈/n"	4	0
"6-/m"	3	0
"I/n/url"	3	0
"Q/n/url"	3	0
"nj/x"	3	0
"下丘脑/n"	3	0
"下滑/v"	3	0
"下面/f"	3	0
"不安/a"	3	0
"义/n"	3	0
"人造/b"	3	0
"介入/v"	2	1
"传/v"	3	0
"体液/n"	3	0
"侏儒/n"	3	0
"依/v"	3	0
"冈/n"	3	0
"冠心病/n"	2	1
"出生地/n"	3	0
"分叉/n"	2	1
"劈/v"	3	0
"加湿器/n"	3	0
"劳动/v"	3	0
"单克隆/b"	3	0
"参差/v"	3	0
"变异性/n"	3	0
"叠/v"	3	0
"吊带/n"	3	0
"吡/w"	3	0
"吼/v"	3	0
"呃/y"	3	0
"咖啡/n"	3	0
"咬合/v"	3	0
"咯血/v"	3	0
"哈/b"	3	0
"哺乳/v"	3	0
"唾液/n"	3	0
"喘/v"	3	0
"固体/n"	3	0
"地面/n"	3	0
"垂直/v"	3	0
"埋伏/v"	3	0
"塔/n"	3	0
"塞扎里/nf"	3	0
"壳/n"	3	0
"复旧/v"	3	0
"外露/v"	3	0
"失明/v"	3	0
"头癣/n"	3	0
"奥迪/n"	3	0
"姑息/v"	3	0
"婴幼儿/n"	3	0
"存/v"	3	0
"季节性/n"	3	0
"安排/v"	3	0
"宗教/n"	3	0
"对称/a"	3	0
"对称性/n"	3	0
"将/p"	3	0
"小于/v"	3	0
"小样/n"	3	0
"尼克/nf"	3	0
"崎/n"	3	0
"川/b"	3	0
"巴斯/nf"	3	0
"幼稚/a"	3	0
"广州/n"	3	0
"应力/n"	3	0
"废/v"	3	0
"开口/v"	3	0
"异样/n"	3	0
"归/v"	3	0
"形变/n"	3	0
"微血管/n"	3	0
"快速/d"	3	0
"思/v"	3	0
"性别/n"	3	0
"恢复期/t"	3	0
"惊吓/v"	3	0
"惊恐/a"	3	0
"愈合/v"	3	0
"意义/n"	3	0
"愚/a"	3	0
"愚/v"	3	0
"感受/v"	3	0
"截肢/v"	3	0
"打击/v"	3	0
"折断/v"	3	0
"抛/v"	3	0
"抽取/v"	3	0
"拔/v"	3	0
"换气/v"	3	0
"推向/v"	3	0
"摄取/v"	3	0
"操劳/v"	3	0
"擦/v"	3	0
"放疗/v"	3	0
"文/v"	2	1
"方/d"	3	0
"旅行/v"	3	0
"旋/d"	3	0
"无机/b"	3	0
"日射病/n"	3	0
"昼/t"	3	0
"显性/b"	3	0
"曲菌/n"	3	0
"曼/a"	3	0
"服用/v"	3	0
"朱/n1"	3	0
"杆状/n"	3	0
"果糖/n"	3	0
"柯/n"	3	0
"柯萨奇/nf"	3	0
"梅尔克松/nf"	3	0
"梗塞/v"	3	0
"棉/n"	3	0
"横贯/v"	3	0
"毒蛇/n"	3	0
"毒蜘蛛/n"	3	0
"气球/n"	3	0
"氯气/n"	3	0
"水性/n"	3	0
"水样/n"	3	0
"永/d"	3	0
"永存/n2"	3	0
"沉降/v"	3	0
"波特/nf"	3	0
"活跃/v"	3	0
"海产品/n"	3	0
"海拔/n"	3	0
"海洛因/n"	3	0
"海马/n"	3	0
"深层/b"	3	0
"溴/n"	3	0
"滑动/v"	3	0
"滑翔机/n"	3	0
"滴虫/n"	3	0
"激酶/n"	3	0
"灼/v"	3	0
"烫/v"	3	0
"热病/n"	3	0
"照射/v"	3	0
"特/a"	3	0
"特有/b"	3	0
"猩红热/n"	3	0
"猫/n"	3	0
"玫瑰/n"	3	0
"珀/n"	3	0
"瓦尔登斯特伦/nf"	3	0
"生病/v"	3	0
"生长激素/n"	3	0
"甲亢/n"	3	0
"甲基/n"	3	0
"甲酸/n"	3	0
"电极/n"	3	0
"疑/v"	3	0
"疣/n"	3	0
"疤痕/n"	3	0
"痢/w"	3	0
"瘀/w"	3	0
"白化病/n"	3	0
"白发/n"	3	0
"白癜风/n"	3	0
"皱/v"	3	0
"目/n"	3	0
"直接/a"	3	0
"真/d"	3	0
"睫毛/n"	3	0
"矢/n"	2	1
"石墨/n"	3	0
"硅胶/n"	3	0
"硝酸/n"	3	0
"硫化/v"	3	0
"硫化氢/n"	3	0
"碎裂/v"	3	0
"神/n"	3	0
"稳/v"	3	0
"稽/n1"	3	0
"窦道/n"	3	0
"管炎/n"	3	0
"精囊炎/n"	3	0
"紧/a"	3	0
"约翰逊/nf"	3	0
"结核菌/n"	3	0
"维/b"	3	0
"维持/v"	3	0
"绿/a"	3	0
"缄默/v"	3	0
"缠绕/v"	3	0
"缺少/v"	3	0
"耳垂/n"	3	0
"肠结核/n"	3	0
"育/v"	3	0
"肺叶/n"	3	0
"胃穿孔/n"	3	0
"背面/f"	3	0
"胡桃/n"	2	1
"胬/x"	3	0
"脆/a"	3	0
"脆弱/a"	3	0
"脊神经/n"	3	0
"船上/s"	3	0
"艰难/a"	3	0
"艾/n1"	3	0
"艾迪生/nf"	3	0
"花斑癣/n"	3	0
"花粉/n"	3	0
"苍白/a"	3	0
"萎/v"	3	0
"蒙/b"	2	1
"蓝色/n"	3	0
"虑/v"	3	0
"蝶骨/n"	3	0
"螨/n"	3	0
"血细胞/n"	3	0
"衰弱/a"	3	0
"褐/b"	3	0
"西尔维/nf"	3	0
"西韦/nf"	3	0
"认/v"	3	0
"试/v"	3	0
"诵读/v"	3	0
"读/v"	3	0
"贫困/a"	3	0
"超声/n"	3	0
"跑动/v"	3	0
"路易斯/nf"	3	0
"躺/v"	3	0
"载/v"	3	0
"过氧化物/n"	3	0
"进展/v"	3	0
"迹/n"	3	0
"退缩/v"	3	0
"逆/v"	3	0
"通性/n"	3	0
"通过/p"	3	0
"造影/v"	3	0
"造影剂/n"	3	0
"那/rv"	3	0
"配/v"	3	0
"里尔/nf"	3	0
"重建/v"	3	0
"钦/n"	3	0
"钼/n"	3	0
"铝/n"	3	0
"铲/v"	3	0
"银/n"	3	0
"锤/n"	3	0
"间脑/n"	2	1
"阅读/v"	3	0
"阴囊炎/n"	3	0
"阴沟/n"	3	0
"隆起/v"	3	0
"雅/a"	3	0
"雅达松/nf"	3	0
"集合/v"	3	0
"震/v"	3	0
"非洲/nf"	3	0
"鞭/n"	3	0
"韦尔/nf"	3	0
"须疮/n"	3	0
"颜色/n"	3	0
"马方/n"	3	0
"马蹄形/n"	3	0
"高龄/n"	3	0
"鲍/n1"	3	0
"鸡胸/n"	3	0
"麦芽/n"	3	0
"麦角/n"	3	0
"黄褐斑/n"	3	0
"黑色/n"	3	0
"*/w"	2	0
"///session"	2	0
"1+/m"	2	0
"119mg//x/url"	2	0
"199mg//x/url"	2	0
"2-/m"	2	0
"20mg//x/url"	2	0
"21-/m"	2	0
"239mg//x/url"	2	0
"240mg/100mL/x/url"	2	0
"39mg//x/url"	2	0
"42/m"	2	0
"59mg//x/url"	2	0
"79mg//x/url"	2	0
"99mg//x/url"	2	0
"A00/n/url"	2	0
"A18.0/n/url"	2	0
"A18.3/n/url"	2	0
"A39.8/n/url"	2	0
"AB/n/url"	2	0
"ADA/x"	2	0
"ANCA/n/url"	2	0
"B1/n/url"	2	0
"B2/n/url"	2	0
"B3/n/url"	2	0
"B57.3/n/url"	2	0
"B6/n/url"	2	0
"B99/n/url"	2	0
"Brugaa/n/url"	1	1
"CR/n/url"	2	0
"DNA/x"	2	0
"DTPTAB/x"	2	0
"E85./n/url"	1	1
"EFA/x"	2	0
"G/n/url"	2	0
"G6PD/x"	2	0
"GM2/n/url"	2	0
"HCPS/x"	2	0
"HPFH/x"	2	0
"HPS/x"	2	0
"HTLV/x"	2	0
"I21/n/url"	1	1
"I22/n/url"	1	1
"I24./n/url"	1	1
"IgA/x"	2	0
"IgE/x"	2	0
"IgG/x"	2	0
"L1/n/url"	2	0
"L2/n/url"	2	0
"L3/n/url"	2	0
"LDH/x"	2	0
"LFA/x"	2	0
"LSD/x"	2	0
"MMR/x"	2	0
"NK/n/url"	2	0
"PNP/x"	2	0
"S/n/url"	2	0
"T/NK/x/url"	2	0
"X//x/url"	2	0
"X/46/x/url"	2	0
"XX/46/x/url"	2	0
"XXX/n/url"	2	0
"XXY/n/url"	2	0
"XYY/n/url"	2	0
"ki/n/url"	2	0
"α/n"	2	0
"β/n"	2	0
"γ/n"	2	0
"Ⅴ/m"	2	0
"Ⅶ/m"	2	0
"Ⅹ/m"	2	0
"Ⅺ/m"	2	0
"Ⅻ/m"	2	0
"万/m"	2	0
"上行/v"	2	0
"下层/f"	2	0
"下腹/n"	1	1
"不同/a"	2	0
"不育症/n"	2	0
"不适/a"	2	0
"且/d"	2	0
"丙醇/n"	2	0
"东方/s"	2	0
"个性/n"	2	0
"中/b"	2	0
"中医/n"	2	0
"中等/b"	2	0
"中部/f"	2	0
"临床/b"	2	0
"临界/b"	1	1
"主观/n"	2	0
"之内/f"	2	0
"之前/f"	2	0
"乙醇/n"	2	0
"乙醛/n"	2	0
"也/d"	2	0
"乳牙/n"	2	0
"事先/d"	2	0
"二-/m"	1	1
"二氧化硫/n"	2	0
"二氧化碳/n"	2	0
"二级/b"	2	0
"五/m"	2	0
"亚麻/n"	2	0
"交往/v"	2	0
"交替/d"	2	0
"交界处/n"	2	0
"产儿/n"	2	0
"亨特/nf"	2	0
"亲/v"	2	0
"亲和/a"	2	0
"什/n"	2	0
"代替/v"	2	0
"代表/n"	2	0
"令/v"	2	0
"以外/f"	2	0
"仿/v"	2	0
"伊顿/nf"	2	0
"休息/v"	2	0
"会聚/v"	2	0
"传送/v"	2	0
"伤害/v"	2	0
"伪装/v"	2	0
"伯格/nf"	1	1
"伴侣/n"	2	0
"位置/n"	2	0
"低压/n"	2	0
"低度/b"	2	0
"低收入/n"	2	0
"体力/n"	2	0
"体炎/n2"	2	0
"体癣/n"	2	0
"体育运动/n"	2	0
"体腔/n"	2	0
"体虱/n"	2	0
"作/v"	2	0
"作息/n"	2	0
"佩/v"	2	0
"佩吉/nf"	2	0
"佩尔特斯/nf"	2	0
"佩莱格里尼/nf"	2	0
"供应/v"	2	0
"侧面/f"	2	0
"侵入/v"	2	0
"便秘/v"	2	0
"俄罗斯/nf"	2	0
"修整/v"	2	0
"修饰/v"	2	0
"倍/q"	2	0
"假日/n"	2	0
"偏见/n"	2	0
"做作/v"	2	0
"停滞/v"	2	0
"偶发/b"	1	1
"充满/v"	2	0
"光泽/n"	2	0
"克利佩尔/nf"	2	0
"克劳德/nf"	2	0
"克勒夫纳/nf"	2	0
"克里斯琴/nf"	2	0
"克里格勒/nf"	2	0
"克里米亚/nf"	2	0
"克鲁/nf"	2	0
"入学/v"	2	0
"入狱/v"	2	0
"入眼/a"	2	0
"全心炎/n"	1	1
"兰伯特/nf"	2	0
"关于/p"	2	0
"具/v"	2	0
"内容/n"	2	0
"内海/n"	2	0
"冈比亚/nf"	2	0
"再次/d"	2	0
"军队/n"	2	0
"农/n"	1	1
"农民/n"	2	0
"冯/m"	2	0
"冯·维勒布兰德/nf"	2	0
"冰/n"	2	0
"冲突/v"	2	0
"冻疮/n"	2	0
"减低/v"	2	0
"减压/v"	2	0
"减轻/v"	2	0
"凝固/v"	2	0
"凶暴/a"	2	0
"出轨/v"	2	0
"刀/n"	2	0
"分居/v"	2	0
"分泌物/n"	2	0
"刑事/b"	2	0
"划痕/n"	2	0
"列/v"	2	0
"刚果/nf"	2	0
"别/d"	2	0
"制度/n"	2	0
"制造/v"	2	0
"前脑/n"	2	0
"前脚/n"	2	0
"前面/f"	2	0
"前额/n"	2	0
"剧烈/a"	2	0
"剩余/v"	2	0
"副肾/n"	2	0
"割草机/n"	2	0
"办/v"	2	0
"加利福尼亚/nf"	2	0
"动植物/n"	2	0
"劳恩/nf"	1	1
"劳累/a"	2	0
"势/n"	2	0
"包皮炎/n"	2	0
"包间/n"	2	0
"匕首/n"	2	0
"化学武器/n"	2	0
"千/m"	2	0
"升降/v"	2	0
"半侧/n"	2	0
"博拉/n"	2	0
"卡介苗/n"	2	0
"卡尔韦/nf"	2	0
"卡斯尔门/nf"	1	1
"卤化/v"	2	0
"印/v"	2	0
"危害/v"	2	0
"危重/a"	2	0
"厌恶/v"	2	0
"参加/v"	2	0
"及格/v"	2	0
"双子/n"	2	0
"双手/n"	2	0
"双臂/n"	2	0
"双重/b"	2	0
"反刍/v"	2	0
"反胃/v"	2	0
"发动机/n"	2	0
"发性非/n"	2	0
"发给/v"	2	0
"发育期/t"	2	0
"取暖器/n"	2	0
"取样/v"	2	0
"受精卵/n"	2	0
"变种/n"	2	0
"叙述/v"	2	0
"口吃/v"	2	0
"口渴/v"	2	0
"口红/n"	2	0
"口臭/n"	2	0
"口角炎/n"	2	0
"古典/b"	2	0
"古尼亚/nf"	2	0
"可能性/n"	2	0
"可见/v"	2	0
"可见光/n"	2	0
"可逆性/n"	1	1
"台阶/n"	2	0
"叶片/n"	2	0
"合意/a"	2	0
"吉尔伯特/nf"	2	0
"同事/n"	2	0
"同位素/n"	2	0
"同学/n"	2	0
"同胞/n"	2	0
"后果/n"	2	0
"后脚/n"	2	0
"后退/v"	2	0
"吗啡/n"	2	0
"吩/w"	2	0
"含糊/a"	2	0
